date;heure;latitude;longitude;height;Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio;temps;distance;vitesse;tension;courant;frein;omega;couple;accel;theta
2024/06/13;14:10:47.697;48.655231075;6.133373816;412.6697;2;15;0.0218;0.0216;0.038;0.0127;0.0132;0.0154;0.7;2.6;950.7000000209808;7031.137725356832;14.444444444444445;361.5;-1.4;1.0;4172.6804702637155;194.0;0.0370370370370369;0.008460138621548792
2024/06/13;14:10:47.797;48.655241171;6.133361414;412.6801;2;15;0.0218;0.0215;0.038;0.0127;0.0132;0.0154;0.8;2.6;950.8000000209809;7032.582035226012;14.443098691796358;361.5;-1.4;1.0;4169.0;4.0;0.03658845282100801;0.008337662809318558
2024/06/13;14:10:47.897;48.655251283;6.133349015;412.6975;2;15;0.0218;0.0215;0.038;0.0127;0.0132;0.0154;0.9;2.6;950.9000000209809;7034.023701892678;14.416666666666666;361.3105097807414;-1.4;1.0;4169.0;4.0;0.027777777777777384;0.008481807886576055
2024/06/13;14:10:47.997;48.655261459;6.133336663;412.6982;2;16;0.0218;0.0215;0.0378;0.0126;0.0134;0.0155;0.0;2.7;951.0000000209808;7035.465368559344;14.416666666666666;361.0;-1.009770720343399;1.0;4169.0;4.0;0.027777777777777384;0.008142461684284782
2024/06/13;14:10:48.097;48.655271584;6.133324238;412.6988;2;16;0.0218;0.0215;0.0378;0.0126;0.0134;0.0155;0.1;2.7;951.1000000209808;7036.9070352260105;14.416666666666666;361.0;-0.9;1.0;4157.327356672328;4.0;0.027777777777777384;0.007784743101569221
2024/06/13;14:10:48.197;48.655281633;6.133311724;412.7013;2;17;0.0215;0.0214;0.0374;0.0125;0.0132;0.0148;0.2;1.8;951.2000000209808;7038.348701892677;14.416666666666666;361.0;-0.9;1.0;4149.0;4.524048302904233;0.009259259259259522;0.007340238464960617
2024/06/13;14:10:48.297;48.655291646;6.133299255;412.705;2;17;0.0215;0.0214;0.0373;0.0124;0.0132;0.0147;0.3;1.8;951.3000000209809;7039.783736094405;14.350342017271611;361.0;-0.9;1.0;4149.0;5.0;-0.012848957205758774;0.0070749275137583605
2024/06/13;14:10:48.397;48.655301675;6.133286796;412.7048;2;17;0.0214;0.0214;0.0373;0.0124;0.0132;0.0147;0.4;1.8;951.4000000209809;7041.217069427738;14.333333333333334;361.5;-0.963704383418478;1.0;4149.0;5.0;-0.018518518518517862;0.006807523108966148
2024/06/13;14:10:48.497;48.655311704;6.133274358;412.7058;2;17;0.0214;0.0214;0.0373;0.0124;0.0132;0.0147;0.5;1.8;951.5000000209808;7042.65040276107;14.333333333333334;361.5;-1.15;1.0;4143.65415732428;5.0;-0.018518518518517862;0.0063827405026402415
2024/06/13;14:10:48.597;48.655321727;6.133261938;412.7139;2;17;0.0214;0.0214;0.0373;0.0124;0.0131;0.0147;0.6;1.8;951.6000000209808;7044.083736094403;14.333333333333334;361.5;-1.15;1.0;4131.0;4.943861049587194;-0.012400701343613226;0.006114916268811789
2024/06/13;14:10:48.697;48.655331701;6.133249482;412.7266;2;17;0.0214;0.0215;0.0374;0.0125;0.013;0.0146;0.7;1.0;951.7000000209808;7045.5146254354695;14.308893410655452;361.5;-1.15;1.0;4131.0;0.0;-0.017405900151886183;0.005969882496818887
2024/06/13;14:10:48.797;48.655341684;6.133237057;412.7343;2;17;0.0214;0.0215;0.0374;0.0124;0.013;0.0146;0.8;1.0;951.8000000209809;7046.93962543547;14.249999999999998;361.5;-0.6046347684275358;1.0;4131.0;0.0;-0.0370370370370375;0.005869581962717005
2024/06/13;14:10:48.897;48.655351649;6.13322469;412.7384;2;17;0.0214;0.0214;0.0373;0.0124;0.013;0.0146;0.9;1.0;951.9000000209809;7048.36462543547;14.249999999999998;361.5;0.6;1.0;4130.792083944775;0.0;-0.0370370370370375;0.005866461704739618
2024/06/13;14:10:48.997;48.655361559;6.133212273;412.7318;2;17;0.0214;0.0214;0.0373;0.0124;0.0131;0.0146;0.0;1.0;952.0000000209808;7049.789625435468;14.249999999999998;361.5;0.6;1.0;4107.051076750554;0.0;-0.0370370370370375;0.005411788492647813
2024/06/13;14:10:49.097;48.655371481;6.133199958;412.7312;2;16;0.0214;0.0214;0.0373;0.0124;0.013;0.0146;0.1;1.9;952.1000000209808;7051.214625435468;14.249999999999998;361.5;0.6;1.0;4098.0;-204.1900331672629;-0.05555555555555595;0.00493666791736824
2024/06/13;14:10:49.197;48.655381424;6.133187611;412.7419;2;16;0.0214;0.0214;0.0373;0.0124;0.013;0.0145;0.2;2.0;952.2000000209808;7052.62573654658;14.11111111111111;361.52484466427234;0.6;1.0;4098.0;-264.0;-0.10185185185185179;0.004643434741383136
2024/06/13;14:10:49.297;48.655391321;6.133175259;412.7489;2;16;0.0214;0.0214;0.0373;0.0124;0.0129;0.0145;0.3;2.0;952.3000000209809;7054.036847657691;14.11111111111111;362.0;4.746757632458153;1.0;4098.0;-264.0;-0.10185185185185179;0.00454465278789229
2024/06/13;14:10:49.397;48.655401205;6.133162959;412.7591;2;16;0.0214;0.0214;0.0373;0.0124;0.0129;0.0145;0.4;2.0;952.4000000209809;7055.447958768803;14.11111111111111;362.0;13.1;1.0;4084.9705189370716;-264.0;-0.10185185185185179;0.0044132296001578005
2024/06/13;14:10:49.497;48.655411082;6.133150627;412.7744;2;16;0.0214;0.0214;0.0373;0.0124;0.0129;0.0145;0.5;2.0;952.5000000209808;7056.859069879913;14.11111111111111;362.0;13.1;1.0;4057.7553290636815;-264.0;-0.09842405417539506;0.004685735289660414
2024/06/13;14:10:49.597;48.655420904;6.133138331;412.7831;2;16;0.0214;0.0214;0.0373;0.0124;0.0129;0.0145;0.6;2.0;952.6000000209808;7058.26705146417;14.0798158425745;362.0;13.1;1.0;4055.0;-692.0;-0.10302434877146223;0.0047262982001436155
2024/06/13;14:10:49.697;48.655430747;6.133126066;412.7955;2;16;0.0216;0.0215;0.0373;0.0126;0.0129;0.0146;0.7;2.0;952.7000000209808;7059.658718130838;13.916666666666666;362.4214842003396;13.1;1.0;4055.0;-692.0;-0.15740740740740713;0.004766402125684906
2024/06/13;14:10:49.797;48.655440613;6.133113828;412.8069;2;16;0.0216;0.0215;0.0373;0.0126;0.0129;0.0146;0.8;2.0;952.8000000209809;7061.050384797505;13.916666666666666;363.0;23.942389571368146;1.0;4055.0;-692.0;-0.15740740740740713;0.004773976109318707
2024/06/13;14:10:49.897;48.655450441;6.133101641;412.8074;2;16;0.0216;0.0215;0.0373;0.0126;0.0129;0.0146;0.9;2.0;952.9000000209809;7062.442051464172;13.916666666666666;363.0;25.35;1.0;4012.542506227864;-692.0;-0.15740740740740713;0.004233442924526816
2024/06/13;14:10:49.997;48.655460274;6.133089456;412.8101;2;16;0.0216;0.0215;0.0373;0.0126;0.0129;0.0146;0.0;2.1;953.0000000209808;7063.833718130838;13.916666666666666;363.0;25.35;1.0;3991.0;-732.9787199104859;-0.18518518518518512;0.003939994767378884
2024/06/13;14:10:50.097;48.655470047;6.133077327;412.8197;2;15;0.0217;0.0218;0.0376;0.0129;0.0121;0.0142;0.1;2.1;953.1000000209808;7065.204352829936;13.706346990977073;363.0;25.35;1.0;3991.0;-754.0;-0.25529174374838287;0.0039166392044352105
2024/06/13;14:10:50.197;48.655479768;6.13306518;412.8347;2;15;0.0217;0.0219;0.0378;0.013;0.0117;0.0141;0.2;2.1;953.2000000209808;7066.573797274381;13.694444444444443;362.5;23.55157319855827;1.0;3991.0;-754.0;-0.2592592592592595;0.004078478797860237
2024/06/13;14:10:50.297;48.655489478;6.133053099;412.8432;2;15;0.0217;0.0219;0.0379;0.013;0.0117;0.014;0.3;2.1;953.3000000209809;7067.943241718825;13.694444444444443;362.5;18.1;1.0;3971.3229846934;-754.0;-0.2592592592592595;0.004367712358051809
2024/06/13;14:10:50.397;48.655499161;6.133041035;412.8546;2;15;0.0217;0.0219;0.0379;0.013;0.0116;0.014;0.4;2.1;953.4000000209809;7069.31268616327;13.694444444444443;362.5;18.1;1.0;3933.3919502106282;-754.0;-0.25552323398657784;0.004782559594384257
2024/06/13;14:10:50.497;48.655508803;6.133029012;412.8553;2;15;0.0217;0.022;0.0379;0.013;0.0116;0.014;0.5;2.1;953.5000000209808;7070.682130607714;13.694444444444443;362.5;18.1;1.0;3925.0;-408.9807763383528;-0.2500000000000006;0.004600128909795681
2024/06/13;14:10:50.597;48.655518404;6.133017048;412.8575;2;15;0.0217;0.022;0.0379;0.013;0.0116;0.014;0.6;2.1;953.6000000209808;7072.029352829936;13.472222222222221;362.5;16.76445040378753;1.0;3925.0;-404.0;-0.3240740740740744;0.004575262645989578
2024/06/13;14:10:50.697;48.655527971;6.133005149;412.8627;2;15;0.0217;0.022;0.0379;0.013;0.0116;0.014;0.7;2.1;953.7000000209808;7073.376575052159;13.472222222222221;362.5;9.688978705672351;1.0;3925.0;-404.0;-0.3240740740740744;0.004569221421814878
2024/06/13;14:10:50.797;48.655537504;6.132993346;412.8705;2;15;0.0217;0.022;0.0379;0.013;0.0116;0.014;0.8;2.1;953.8000000209809;7074.7237972743815;13.472222222222221;362.5;6.85;1.0;3907.0754071436572;-404.0;-0.3236254898580455;0.0045180527631305065
2024/06/13;14:10:50.897;48.655547006;6.132981625;412.8794;2;15;0.0217;0.022;0.0379;0.013;0.0115;0.014;0.9;2.2;953.9000000209809;7076.071019496604;13.472222222222221;362.5;6.85;1.0;3878.0;-386.2660996365413;-0.3148148148148149;0.004326051592066011
2024/06/13;14:10:50.997;48.655556508;6.132969901;412.8865;2;15;0.0217;0.0219;0.0378;0.013;0.0116;0.014;0.0;2.2;954.0000000209808;7077.413783695953;13.427641993501013;362.5;6.85;1.0;3878.0;77.0;-0.32967489105521786;0.004488816434896574
2024/06/13;14:10:51.097;48.655565982;6.13295831;412.8872;2;15;0.0217;0.0219;0.0378;0.013;0.0116;0.014;0.1;2.2;954.1000000209808;7078.749894807064;13.36111111111111;361.30615631088943;6.85;1.0;3878.0;77.0;-0.3518518518518518;0.004502529912015828
2024/06/13;14:10:51.197;48.655575401;6.132946666;412.8967;2;15;0.0217;0.0219;0.0378;0.013;0.0116;0.014;0.2;2.2;954.2000000209808;7080.086005918176;13.36111111111111;361.0;-4.4;1.0;3877.312807158425;77.0;-0.3518518518518518;0.0046816289885168935
2024/06/13;14:10:51.297;48.655584825;6.132935167;412.898;2;15;0.0217;0.0219;0.0378;0.013;0.0116;0.014;0.3;2.2;954.3000000209809;7081.422117029288;13.36111111111111;361.0;-4.4;1.0;3859.5823107045157;77.0;-0.3297436353868335;0.004635113410023721
2024/06/13;14:10:51.397;48.655594169;6.132923573;412.9067;2;15;0.0217;0.0219;0.0378;0.013;0.0116;0.014;0.4;2.2;954.4000000209809;7082.758228140399;13.36111111111111;361.0;-4.4;1.0;3853.0;130.20257260711082;-0.3240740740740744;0.0048602017017151215
2024/06/13;14:10:51.497;48.655603509;6.132912051;412.9098;2;15;0.0216;0.0219;0.0378;0.0129;0.0116;0.014;0.5;2.2;954.5000000209808;7084.086005918176;13.277777777777777;361.0;-4.474027544774564;1.0;3853.0;143.0;-0.35185185185185236;0.004923262514242471
2024/06/13;14:10:51.597;48.655612857;6.132900591;412.9115;2;15;0.0215;0.0218;0.0378;0.0127;0.0116;0.0141;0.6;2.2;954.6000000209808;7085.413783695954;13.277777777777777;361.0;-4.828637473852752;1.0;3853.0;143.0;-0.35185185185185236;0.004780988793722459
2024/06/13;14:10:51.697;48.655622185;6.132889121;412.9204;2;15;0.0214;0.0218;0.0378;0.0126;0.0117;0.0141;0.7;2.2;954.7000000209808;7086.741561473733;13.277777777777777;361.0;-4.9;1.0;3842.8891433384183;143.0;-0.3437052109592251;0.00470077553988017
2024/06/13;14:10:51.797;48.655631496;6.132877673;412.9251;2;15;0.0214;0.0217;0.0378;0.0126;0.0117;0.0142;0.8;2.3;954.8000000209809;7088.069339251511;13.277777777777777;361.0;-4.9;1.0;3833.0;114.75533800119565;-0.3240740740740738;0.004638948673196424
2024/06/13;14:10:51.897;48.655640767;6.13286624;412.9275;2;16;0.0213;0.0216;0.0373;0.0127;0.0123;0.0138;0.9;2.7;954.9000000209809;7089.394023539562;13.2468428805003;361.0;-4.9;1.0;3833.0;41.0;-0.3343857064998996;0.0046088577900017785
2024/06/13;14:10:51.997;48.655650044;6.132854792;412.9298;2;15;0.0215;0.0218;0.0376;0.0129;0.0118;0.0139;0.0;2.3;955.0000000209808;7090.716245761783;13.222222222222221;361.416935238142;-4.9;1.0;3833.0;41.0;-0.3425925925925923;0.004837889219230276
2024/06/13;14:10:52.097;48.655659351;6.132843399;412.9334;2;15;0.0216;0.0219;0.0377;0.0129;0.0116;0.0139;0.1;2.3;955.1000000209808;7092.038467984005;13.222222222222221;361.5;-1.15;1.0;3831.6455686247423;41.0;-0.3425925925925923;0.004952947442933707
2024/06/13;14:10:52.197;48.65566863;6.132831987;412.9372;2;15;0.0216;0.0219;0.0378;0.0129;0.0115;0.0139;0.2;2.3;955.2000000209808;7093.360690206227;13.222222222222221;361.5;-1.15;1.0;3814.4481163954433;41.0;-0.29629629629629645;0.004794371567008466
2024/06/13;14:10:52.297;48.655677918;6.13282057;412.9515;2;15;0.0216;0.0219;0.0378;0.0129;0.0115;0.0139;0.3;2.3;955.3000000209809;7094.6829124284495;13.222222222222221;361.5;-1.15;1.0;3806.0;13.308126481757078;-0.29629629629629645;0.004984451097318165
2024/06/13;14:10:52.397;48.655687159;6.132809247;412.9558;2;15;0.0216;0.0219;0.0378;0.0129;0.0115;0.0139;0.4;2.3;955.4000000209809;7095.995025541301;13.121131128514035;361.5;-1.15;1.0;3806.0;-2.0;-0.32999332753235855;0.004851114338320021
2024/06/13;14:10:52.497;48.655696391;6.132797852;412.962;2;15;0.0215;0.0218;0.0377;0.0128;0.0115;0.014;0.5;2.3;955.5000000209808;7097.306136652412;13.11111111111111;361.0;-1.061052771625143;1.0;3806.0;-2.0;-0.3333333333333333;0.004638127551299354
2024/06/13;14:10:52.597;48.655705586;6.132786437;412.9696;2;15;0.0214;0.0218;0.0377;0.0127;0.0116;0.014;0.6;2.4;955.6000000209808;7098.617247763523;13.11111111111111;361.0;-0.65;1.0;3800.9549701775222;-2.0;-0.3229015771544634;0.004622001602032268
2024/06/13;14:10:52.697;48.655714774;6.132775087;412.9755;2;15;0.0214;0.0217;0.0377;0.0126;0.0116;0.0141;0.7;2.4;955.7000000209808;7099.928358874634;13.11111111111111;361.0;-0.65;1.0;3788.0;-3.9433712325133605;-0.26851851851851843;0.004469838764544369
2024/06/13;14:10:52.797;48.655723961;6.132763755;412.976;2;16;0.0213;0.0216;0.0372;0.0127;0.0123;0.0138;0.8;2.9;955.8000000209809;7101.237325835215;13.089669605814922;361.0;-0.65;1.0;3788.0;-21.0;-0.2756656869505812;0.004207809741750788
2024/06/13;14:10:52.897;48.655733137;6.132752401;412.9817;2;15;0.0213;0.0216;0.0375;0.0125;0.0118;0.014;0.9;2.4;955.9000000209809;7102.542881390771;13.055555555555555;361.32199852928187;-0.65;1.0;3788.0;-21.0;-0.2870370370370369;0.004346516086593041
2024/06/13;14:10:52.997;48.655742292;6.132741062;412.9759;2;15;0.0213;0.0216;0.0376;0.0125;0.0117;0.0141;0.0;2.4;956.0000000209808;7103.848436946326;13.055555555555555;361.5;-0.42254503915661223;1.0;3788.0;-21.0;-0.2870370370370369;0.0041434516117625254
2024/06/13;14:10:53.097;48.655751456;6.132729773;412.9703;2;15;0.0213;0.0216;0.0377;0.0124;0.0117;0.0141;0.1;2.4;956.1000000209808;7105.1539925018815;13.055555555555555;361.5;-0.4;1.0;3773.4052365158404;-21.0;-0.21693047847383914;0.00376972828419135
2024/06/13;14:10:53.197;48.655760636;6.132718488;412.9807;2;15;0.0212;0.0216;0.0377;0.0124;0.0117;0.0141;0.2;2.4;956.2000000209808;7106.459548057437;13.055555555555555;361.5;-0.4;1.0;3766.0;-27.023821628334677;-0.2129629629629625;0.0036604387546327177
2024/06/13;14:10:53.297;48.655769784;6.132707186;412.9851;2;15;0.0212;0.0216;0.0376;0.0124;0.0117;0.0141;0.3;2.4;956.3000000209809;7107.7571084000465;12.97560342608961;361.5;-0.4;1.0;3766.0;-30.0;-0.2396136727849445;0.003564069782594523
2024/06/13;14:10:53.397;48.655778863;6.132695902;412.9796;2;14;0.0215;0.0216;0.0382;0.0124;0.0117;0.0149;0.4;2.7;956.4000000209809;7109.054330622269;12.972222222222223;361.0;-0.4;1.0;3764.265220863241;-30.0;-0.2407407407407399;0.0031453048683665425
2024/06/13;14:10:53.497;48.655787907;6.132684637;412.9761;2;15;0.0215;0.0216;0.0385;0.0124;0.0117;0.0151;0.5;2.7;956.5000000209808;7110.35155284449;12.972222222222223;361.0;-0.4;1.0;3754.5605795130423;-30.0;-0.2407407407407399;0.003045157196558952
2024/06/13;14:10:53.597;48.655796994;6.132673361;412.9837;2;16;0.0215;0.0215;0.0384;0.0124;0.0119;0.0152;0.6;2.7;956.6000000209808;7111.648775066712;12.972222222222223;361.0;-0.4;1.0;3744.8559381628324;-30.0;-0.16666666666666607;0.003185295646981804
2024/06/13;14:10:53.697;48.655806059;6.132662115;412.9864;2;16;0.0215;0.0214;0.0382;0.0123;0.0122;0.0152;0.7;2.8;956.7000000209808;7112.945903724017;12.971286573048555;361.0;-0.4;1.0;3743.0;-33.0;-0.16697854972455536;0.0031261484889026888
2024/06/13;14:10:53.797;48.655815128;6.132650892;412.9921;2;16;0.0215;0.0214;0.038;0.0123;0.0125;0.0152;0.8;2.8;956.8000000209809;7114.234792612906;12.888888888888888;360.85336046393275;-0.4;1.0;3743.0;-33.0;-0.19444444444444464;0.0030776145991227542
2024/06/13;14:10:53.897;48.65582415;6.132639655;412.9942;2;16;0.0215;0.0213;0.0378;0.0123;0.0127;0.0152;0.9;2.8;956.9000000209809;7115.523681501795;12.888888888888888;360.5;-0.4;1.0;3737.9404771793597;-33.0;-0.19444444444444464;0.0029098081133660525
2024/06/13;14:10:53.997;48.655833182;6.132628374;413.0031;2;16;0.0215;0.0213;0.0377;0.0123;0.0128;0.0152;0.0;2.8;957.0000000209808;7116.812570390683;12.888888888888888;360.5;-0.4;1.0;3726.6659673754457;-33.0;-0.17958436820404167;0.0029594733586651495
2024/06/13;14:10:54.097;48.655842237;6.132617181;413.0073;2;15;0.0215;0.0213;0.0377;0.0123;0.0127;0.0151;0.1;2.8;957.1000000209808;7118.101459279572;12.888888888888888;360.5;-0.4;1.0;3720.0;-34.021894190662394;-0.15740740740740775;0.003051965753315153
2024/06/13;14:10:54.197;48.655851209;6.132606016;413.0103;2;16;0.0215;0.0213;0.0377;0.0124;0.0127;0.0151;0.2;2.8;957.2000000209808;7119.386012287576;12.845530080038092;360.5;-0.4;1.0;3720.0;-35.0;-0.1718603436910063;0.0028905767225476152
2024/06/13;14:10:54.297;48.655860156;6.132594774;413.0182;2;16;0.0215;0.0213;0.0377;0.0123;0.0127;0.0151;0.3;2.8;957.3000000209809;7120.66934562091;12.833333333333334;361.5;-0.3460793570029658;1.0;3720.0;-35.0;-0.1759259259259256;0.0030626270567467887
2024/06/13;14:10:54.397;48.655869143;6.132583662;413.018;2;16;0.0214;0.0212;0.0376;0.0123;0.0128;0.0151;0.4;2.8;957.4000000209809;7121.952678954243;12.833333333333334;361.5;1.1;1.0;3715.811479166962;-35.0;-0.1759259259259256;0.0028396800700713617
2024/06/13;14:10:54.497;48.655878107;6.132572509;413.0213;2;15;0.0214;0.0214;0.038;0.0123;0.0123;0.0152;0.5;2.8;957.5000000209808;7123.236012287575;12.833333333333334;361.5;1.1;1.0;3697.501620012056;-35.0;-0.1481481481481476;0.0028480122706102525
2024/06/13;14:10:54.597;48.655887026;6.132561309;413.0268;2;15;0.0214;0.0214;0.0381;0.0122;0.0122;0.0153;0.6;2.8;957.6000000209808;7124.51922244684;12.83210159264917;361.5;1.1;1.0;3694.0;-260.0;-0.14855872837620213;0.0029484304376182534
2024/06/13;14:10:54.697;48.655895931;6.132550116;413.0327;2;15;0.0214;0.0213;0.0377;0.0123;0.0127;0.0151;0.7;2.8;957.7000000209808;7125.791444669063;12.722222222222221;361.63845422548434;1.1;1.0;3694.0;-260.0;-0.18518518518518512;0.002875800930204844
2024/06/13;14:10:54.797;48.655904878;6.132539052;413.0333;2;15;0.0214;0.0212;0.0376;0.0123;0.0127;0.0151;0.8;2.8;957.8000000209809;7127.063666891286;12.722222222222221;362.0;6.20425805077546;1.0;3694.0;-260.0;-0.18518518518518512;0.002774755428853264
2024/06/13;14:10:54.897;48.655913794;6.132527973;413.0366;2;15;0.0219;0.0213;0.0377;0.0126;0.0129;0.0154;0.9;2.8;957.9000000209809;7128.3358891135085;12.722222222222221;362.0;8.6;1.0;3676.9196471742057;-260.0;-0.1748735527593593;0.0028016047241272114
2024/06/13;14:10:54.997;48.65592272;6.132516926;413.0386;2;15;0.022;0.0213;0.0377;0.0127;0.013;0.0155;0.0;2.8;958.0000000209808;7129.6081113357295;12.722222222222221;362.0;8.6;1.0;3660.0;-283.25401963450906;-0.16666666666666666;0.002797492858018108
2024/06/13;14:10:55.097;48.655931618;6.132505822;413.0447;2;15;0.0215;0.0212;0.0376;0.0123;0.0128;0.0151;0.1;2.8;958.1000000209808;7130.872877046622;12.64765710892716;362.0;8.6;1.0;3660.0;-348.0;-0.19152170443168734;0.002866007181441831
2024/06/13;14:10:55.197;48.655940495;6.132494739;413.0547;2;15;0.0214;0.0212;0.0376;0.0123;0.0128;0.0151;0.2;2.8;958.2000000209808;7132.1312103799555;12.583333333333332;362.0;9.166274535695981;1.0;3660.0;-348.0;-0.2129629629629631;0.003030643894773244
2024/06/13;14:10:55.297;48.65594936;6.132483747;413.0591;2;14;0.0214;0.0214;0.0381;0.0123;0.012;0.0151;0.3;2.8;958.3000000209809;7133.389543713289;12.583333333333332;362.0;9.85;1.0;3652.8104730316745;-348.0;-0.2129629629629631;0.002779878260145134
2024/06/13;14:10:55.397;48.655958202;6.132472787;413.0583;2;14;0.0214;0.0215;0.0384;0.0123;0.0116;0.0151;0.4;2.8;958.4000000209809;7134.647877046622;12.583333333333332;362.0;9.85;1.0;3621.381901603093;-348.0;-0.17926593172690097;0.00265180331452814
2024/06/13;14:10:55.497;48.65596703;6.132461873;413.0533;2;14;0.0214;0.0215;0.0385;0.0122;0.0116;0.0151;0.5;2.8;958.5000000209808;7135.905520250391;12.57643203770213;362.0;9.85;1.0;3616.0;-375.0;-0.1782263578029936;0.0023653183347310384
2024/06/13;14:10:55.597;48.655975847;6.132450907;413.06;2;15;0.0214;0.0213;0.0381;0.0121;0.0121;0.0153;0.6;2.8;958.6000000209808;7137.149964694836;12.444444444444443;362.0;9.684129694701795;1.0;3616.0;-375.0;-0.22222222222222263;0.00234605398597064
2024/06/13;14:10:55.697;48.655984653;6.13244001;413.0649;2;15;0.0214;0.0213;0.0381;0.0121;0.0121;0.0153;0.7;2.8;958.7000000209808;7138.3944091392805;12.444444444444443;362.0;9.043104053676265;1.0;3616.0;-375.0;-0.22222222222222263;0.002324123179238207
2024/06/13;14:10:55.797;48.655993446;6.132429145;413.0723;2;15;0.0214;0.0213;0.0381;0.0121;0.0121;0.0153;0.8;2.8;958.8000000209809;7139.638853583725;12.444444444444443;362.0;8.85;1.0;3595.8918654312206;-375.0;-0.21507505379015987;0.0025077074736872067
2024/06/13;14:10:55.897;48.656002162;6.132418301;413.0727;2;15;0.0214;0.0213;0.0381;0.0121;0.0121;0.0153;0.9;2.8;958.9000000209809;7140.8832980281695;12.444444444444443;362.0;8.85;1.0;3576.0;-332.5458195134883;-0.20370370370370416;0.002373470011606405
2024/06/13;14:10:55.997;48.656010904;6.132407478;413.0769;2;15;0.0214;0.0213;0.038;0.0121;0.0122;0.0153;0.0;2.8;959.0000000209808;7142.118683397181;12.353853690123842;362.0;8.85;1.0;3576.0;-265.0;-0.23390062181057125;0.002639119809244684
2024/06/13;14:10:56.097;48.656019611;6.13239671;413.0812;2;15;0.0213;0.0213;0.038;0.0121;0.0122;0.0153;0.1;2.8;959.1000000209808;7143.349238952736;12.305555555555554;361.5445264523343;8.85;1.0;3576.0;-265.0;-0.2500000000000006;0.002903494509537152
2024/06/13;14:10:56.197;48.656028313;6.132385991;413.0889;2;15;0.0213;0.0213;0.038;0.0121;0.0122;0.0153;0.2;2.8;959.2000000209808;7144.579794508292;12.305555555555554;361.5;5.6;1.0;3572.358841119293;-265.0;-0.2500000000000006;0.0028383790637872153
2024/06/13;14:10:56.297;48.656036965;6.132375297;413.0915;2;15;0.0213;0.0213;0.038;0.0121;0.0122;0.0153;0.3;2.8;959.3000000209809;7145.810350063848;12.305555555555554;361.5;5.6;1.0;3546.1177063675073;-265.0;-0.2233492901780186;0.0027960751323163825
2024/06/13;14:10:56.397;48.656045622;6.132364655;413.0932;2;15;0.0213;0.0213;0.038;0.0121;0.0122;0.0153;0.4;2.8;959.4000000209809;7147.040905619404;12.305555555555554;361.5;5.6;1.0;3539.0;-156.62065327329174;-0.2222222222222232;0.0029905212922867
2024/06/13;14:10:56.497;48.656054274;6.132354021;413.0997;2;15;0.0213;0.0213;0.038;0.0121;0.0122;0.0153;0.5;2.8;959.5000000209808;7148.260350063847;12.194444444444443;361.7080744786484;5.6;1.0;3539.0;-149.0;-0.25925925925926013;0.0032604453606832813
2024/06/13;14:10:56.597;48.656062907;6.132343405;413.1042;2;16;0.0213;0.0213;0.038;0.0121;0.0122;0.0153;0.6;1.0;959.6000000209808;7149.479794508292;12.194444444444443;362.0;2.9062116186757123;1.0;3539.0;-149.0;-0.25925925925926013;0.0031852060628016583
2024/06/13;14:10:56.697;48.656071511;6.132332881;413.1007;2;16;0.0213;0.0212;0.0379;0.0121;0.0123;0.0153;0.7;1.1;959.7000000209808;7150.699238952737;12.194444444444443;362.0;1.6;1.0;3525.9937028826575;-149.0;-0.2589473762013708;0.003027537834294662
2024/06/13;14:10:56.797;48.6560801;6.132322342;413.1045;2;16;0.0213;0.0212;0.0378;0.0121;0.0125;0.0152;0.8;1.1;959.8000000209809;7151.918683397182;12.194444444444443;362.0;1.6;1.0;3514.0;-214.40741928555158;-0.23148148148148154;0.002982698026631326
2024/06/13;14:10:56.897;48.656088634;6.132311819;413.1108;2;16;0.0213;0.0211;0.0377;0.0121;0.0126;0.0152;0.9;1.1;959.9000000209809;7153.132110761842;12.134273646608358;362.0;1.6;1.0;3514.0;-307.0;-0.25153841409350974;0.003100358847703584
2024/06/13;14:10:56.997;48.656097186;6.132301335;413.1045;2;16;0.0213;0.0211;0.0375;0.0121;0.0127;0.0152;0.0;1.1;960.0000000209808;7154.343221872952;12.11111111111111;362.49921371915485;1.6;1.0;3514.0;-307.0;-0.2592592592592589;0.002701785054805757
2024/06/13;14:10:57.097;48.656105701;6.132290867;413.1026;2;16;0.0213;0.0211;0.0375;0.0121;0.0127;0.0151;0.1;1.1;960.1000000209808;7155.554332984064;12.11111111111111;362.5;23.85;1.0;3505.8248742161836;-307.0;-0.2592592592592589;0.0025445255569722116
2024/06/13;14:10:57.197;48.656114223;6.132280472;413.1043;2;16;0.0213;0.0211;0.0374;0.0121;0.0128;0.0151;0.2;1.1;960.2000000209808;7156.765444095176;12.11111111111111;362.5;23.85;1.0;3466.6640350553434;-307.0;-0.24480632297566038;0.002514746674945345
2024/06/13;14:10:57.297;48.65612276;6.132270033;413.1108;2;16;0.0213;0.0211;0.0374;0.0121;0.0128;0.0151;0.3;1.1;960.3000000209809;7157.976247271115;12.108031759400308;362.5;23.85;1.0;3458.0;-1495.0;-0.24176719131100852;0.002482109361499092
